sabherwal	सभरवाल
dangle	दांगले
rangasiar	रंगासियार
anjuli	अंजुली
govake	गोवाके
penumbral	पेनुमब्रल
cneaners	क्नीनर्स
kurler	कुर्लर
devaatm	देवात्मा
tejpalji	तेजपालजी
uthaayegen	उठाएगें
kurai	कुराई
karmashetra	कर्मक्षेत्र
umasdar	उमसदार
somasundersuriji	सोमसुंदरसूरिजी
mahattamakhya	महत्तमाख्य
grampanchayatinmarfat	ग्रामपंचायतींमार्फत
sukhfal	सुखफल
unbanked	अनबैंक्ड
sadio	सैडियो
noxville	नोक्सविले
rengasamy	रंगासामी
azizullah	अज़ीज़ुल्लाह
romantink	रोमैंटिंक
kalbhoj	कालभोज
voyegar	वोयेगर
nucleoside	न्युक्लियोसाइड
taijason	तैजसों
kachre	कचरे
karnehari	करनेहारी
geocomocytes	जियोकोमोसाइट्स
ciprofloxacin	सिप्रोफ्लॉक्सैसिन
suspenders	सस्पेंडर्स
polyunsaturated	पोलीअनसेचुरेटेड
brought	भ्रोउग्ह्ट्
kanina	कनीना
nasyam	नस्यम
apeda	अपेड़ा
hyperlipidemia	हाइपरलिपिडेमिया
namami	नामामि
shorabon	शोरबों
ramashreya	रामाश्रेय
wurdey	वूरदे
dhanaupia	धनौपिया
adhikmasachi	अधिकमासाची
menigococcal	मैनिंगोकौकल
kurusti	कुरूस्ती
energiya	एनर्जिया
oonatti	उन्नत्ति
harjat	हरजत
meisnam	मेइसनाम
gulabanchya	गुलाबांच्या
prasidatu	प्रसिदतु
thokanaa	ठोकना
chiloda	चिलोड़ा
turkhiya	तुरखिया
gajlar	गजलर
ibma	आईबीएमए
utreshwar	उत्रेश्वर
charuchandra	चारूचन्द्र
bhetidakhal	भेटीदाखल
centigrades	सेंटीग्रेड
lockyer	लॉकयर
benolim	बेनॉलिम
brahmeshwar	ब्रहमेश्वर
analytica	एनालिटिका
taradgavkaranche	तरडगावकरांचे
bhonsele	भोंसेले
banshgopal	बंशगोपाल
abhishesh	अभिशेष
srinandkishore	श्रीनंदकिशोर
compresses	कम्प्रेसेस
udayanrajembaddal	उदयनराजेंबद्दल
undercover	अंडरकवर
prandhkon	प्रन्धकों
cartoons	कार्टूनों
cherukuvada	चेरूकुवाडा
snaanghar	स्नानघर
curbohydrates	कर्बोहायड्रेट्स
kislovsky	किस्लोव्स्की
hathiyarbandh	हथियारबंध
satyake	सत्यके
railvepravashancha	रेल्वेप्रवाशांचा
shikkyane	शिक्क्याने
sukhdhara	सुखधारा
anumatih	अनुमतिः
mansingh	मानसिंह
charoti	चरौती
sinchanasathiche	सिंचनासाठीचे
likhneka	लिखनेका
vasilatunnajat	वसीलतुन्नजात
dhavsankhyela	धावसंख्येला
jampheri	जामफेरी
marcelene	मार्सिलीन
khilakhilahat	खिलाखिलाहट
kuddupur	कुद्दूपुर
shathi	साथी
murdafarosh	मुर्दाफरोश
kanthimathi	कंथिमथी
govatsadvadashi	गोवत्सद्वादशी
shranarthi	शरणार्थी
fqdn	एफक्यूडीएन
jamour	जामौर
vaadhlyaat	वाढल्यात
rumzum	रमज़ुम
nidarshika	निदर्शिका
aanevaalaa	आनेवाला
pattabhiramayya	पट्टाभिरामय्या
mailners	मेलनर्स
godamaichi	गोदामाईची
chakrawali	चक्रवाली
biharbhar	बिहारभर
mahasanchalkache	महासंचालकाचे
massuram	मस्सुराम
tyaakaritaahi	त्याकरिताही
saamprayadaayikta	सांप्रयदायिकता
bharahi	भरही
samruddhashalee	समृद्धशाली
gramakshetra	ग्रामक्षेत्र
mypersonality	मायपर्सनैलिटी
tairaayi	तैरायी
mahaparva	महापर्व
tarwewadi	तारवेवाडी
nilaveni	नीलावेणी
gaddaricha	गद्दारीचा
anutpaadak	अनुत्पादक
ludhakaate	लुढ़काते
kehna	कहना
baltistan	बलटिस्तान
ughadalyaane	उघडल्याने
accupational	अकुपेशनल
bhoogolvetaon	भूगोलवेताओं
patikul	पतिकुल
entries	एन्ट्रीज
shakri	शाकरी
malmattanvarach	मालमत्तांवरच
tadeyush	तादेयुश
soymida	सोयमिडा
janpranidhi	जनप्रनिधि
ganjbasoda	गंजबासौदा
gamble	गेम्बल
bhapankar	भापंकर
tarinim	तारिणीम
gramsabhant	ग्रामसभांत
nabu	नाबू
vishwavidhayalaya	विश्वविधायालय
veeruram	वीरूराम
ajamukhi	अजामुखी
deshantari	देशांतरी
chendamangalam	चेंडामंगलम
falciani	फल्सियानी
rgglv	आरजीजीएलवी
canness	कैनेस
adabhy	अदभ्य
vuhin	वुहीं
gont	गोंट
dynamism	डायनामिज्म
milke	मिली
jp	जेपी
kamakarta	कामाकरता
panchteerthon	पंचतीर्थों
garariya	गररिया
madhukarpur	मधुकरपुर
tossis	टॉसिस
hilfenhaus	हिलफेनहाउस
masruka	मसरुका
machchaar	मच्छार
dwekhte	द्वेखते
tribhanpur	त्रिभानपुर
jodidir	जोड़ीदीर
kuchibhotla	कुचिभोटला
digambaron	दिगम्बरों
didwada	डिडवाडा
sankhyepramane	संख्येप्रमाणे
sakshigopal	साक्षीगोपाल
minay	मिनय
ashcroft	एशक्रॉफ्ट
mms	एमएमएस
formancies	फार्मेंसियों
fashioners	फैशनर्स
hainar	हैनर
arudhibaddh	अरूढ़िबद्ध
tippanibaajon	टिप्पणीबाजों
sanghoshthi	संघोष्ठी
lormi	लोरमी
injupani	इंजुपानी
patiwal	पटीवाल
bishauni	बिशौनी
avartanala	आवर्तनाला
nutanikaranavar	नूतनीकरणावर
sighanpuri	सिघनपुरी
idirasi	इदिरसी
manjwad	मंजवाड
pisianwa	पिसियांवा
dayabodh	दयाबोध
demha	डेम्हा
sogamwadi	सोगमवाडी
believing	बिलीविंग
gohdar	गोहदर
ulatiyaan	उलटियाँ
vishvotpatyaadi	विश्वोत्पत्यादि
hollande	होलैंड
tankpur	तंकपुर
sirimao	सिरीमाओ
thakareshahi	ठाकरेशाही
selahkari	सलाहकारी
pmgdisha	पीएमजीडीआईएसएचए
pavlovic	पाव्लोविक
montblank	मोंटब्लैंक
kukadoon	कुकड़ूं
chattiyaan	चट्टियाँ
khologi	खोलोगी
nyaysutra	न्यायसूत्र
chakhaate	चखाते
paathyettar	पाठयेत्तर
shiyas	शियाओं
eversweet	एवरस्वीट
focussed	फोकस्ड
pandhol	पंडोल
policebalon	पुलिसबलों
kuchbehar	कूचबिहार
madhhyagat	मध्यगत
kiyajaye	कियाजाए
loew	लोएव
navlashyam	नवलश्याम
sarkarkae	सरकारके
collision	कोलिशन
bahuvan	बहुवन
terminating	टर्मिनेटिंग
kharakbura	खरकबूरा
durangi	दुरंगी
jhaadidaar	झाड़ीदार
bamwari	बमवारी
sanyuktapulis	संयुक्तपुलिस
adjustment	एडजेस्टमेन्ट
azizia	अज़िज़िया
mapto	मेपटो
pathanamthitta	पठानमथिटा
ikaharee	इकहरी
maurice	मूरिस
fentstick	फेंटस्टिक
geruadhari	गेरुआधारी
yugandhara	युगंधरा
denzer	डेंजर
shitalwani	शीतलवाणी
jivesh	जिवेश
jaruapur	जरूआपुर
bernadeshi	बेर्नाडेशी
arabian	अरबियन
kaulesar	कौलेसर
olabari	ओलाबारी
kholimalak	खोलीमालक
jayantabhai	जयंताभाई
tomboy	टॉमब्याय
kfd	केएफडी
ablekuma	अब्लेकुमा
adnania	अदनानिया
husbands	हस्बैंड्स
vadyavrindkar	वाद्यवृंदकार
avedakon	अवेदकों
sweel	स्वील
jhaankunga	झाँकूंगा
jirampal	जिरमपाल
kaluta	कलूटा
vidveshaadi	विद्वेषादि
dhulegaon	धुलेगांव
bavita	बविता
mantriparishad	मंत्रीपरिषद
avimanyu	अविमन्यु
manglana	मंगलाना
epigenetics	एपीजेनेटिक्स
jagor	जागोर
najibuddin	नजीबुद्दीन
chalkere	चलकेरे
charting	चार्टिंग
bream	ब्रीम
khoriyon	खोरियों
chalaayege	चलाएगे
mindanao	मिन्दानाओ
tarksangrah	तर्कसंग्रह
hypothetical	हाईपोथेटीकल
rajbharat	राजभारत
bakhramov	बाखरामोव
chookoge	चूकोगे
seemitiyo	सीमितियो
jarbadast	जरबदस्त
vyavaharakade	व्यवहाराकडे
lekhaapareekshakahi	लेखापरीक्षकही
edrich	एडरिक
anchoway	एंचोवे
lunasol	लुनासोल
hillios	हिलियोस
kutete	कुटेटे
oder	ओदर
pusrutak	पुस्रुतक
bechainipurvak	बेचैनीपूर्वक
vakilpura	वकीलपुरा
labalab	लबालब
dhumketuo	धूमकेतुओ
honta	होंटा
balking	बाल्किंग
capaldi	कैपल्डी
epiphytes	एपिफाइट्स
letpura	लेतपुरा
ramaswatri	रामास्वात्री
berek	बेरेक
launtengi	लौंटेंगी
teliye	तेलिए
lekhkort	लेखकोर्ट
falibedhak	फलीबेधक
utpattisthanon	उत्पत्तिस्थानों
belbutedar	बेलबूटेदार
kejuan	केजुआन
incharges	इन्चार्जों
jaijayram	जयजयराम
venkattapa	वेंकट्टपा
biographer	बायोग्राफर
badure	बडुरे
vichaariye	विचारिये
nakhre	नाखरे
thirusar	थिरुसर
rolfasai	रोल्फसाई
alemana	एलेमाना
bhabda	भाबड़ा
pathsala	पाठसाला
rdacc	आरडीएसीसी
sundaresan	सुंदरेसन
swachchhad	स्वच्छद
gadong	गदोंग
cillapathikaram	शिल्लपदिकारम्
cutanus	क्यूटेनस
kanwalveer	कंवलवीर
rotheshk	रोथेश्क
sambaddhon	सम्बद्धों
sardesh	सरदेश
musandam	मुसंदम
jeyandran	जयेंद्रन
chupana	छुपना
fadkule	फडकुले
stereoscope	स्टीरियोस्कोप
asurakshata	असुरक्षता
telhana	तेलहन
paryatanachya	पर्यटनाच्या
navtapa	नवतपा
paitaliswan	पैतालीसवां
gomatila	गोमाटिला
ashtav	अष्टव
pichhadan	पिछड़न
genwali	गेंवाली
kantadih	कान्टाडिह
pratinidyiyon	प्रतिनिद्यियों
bkp	बीकेपी
falnon	फलनों
fifi	फ़ीफ़ी
jayapurpolis	जयपुरपोलिस
vaans	वाँस
ambedkarankade	आंबेडकरांकडे
krunal	क्रणाल
sanshodhanvaad	संशोधनवाद
mukhyatayaa	मुख्यतया
panchayatwar	पंचायतवार
ashokdham	अशोकधाम
jawaheri	जवाहेरी
uchkatali	उचकटली
hilo	हिलो
madhyasteene	मध्यस्तीने
balrogon	बालरोगों
navavyakhya	नवव्याख्या
guangjhu	गुआंगझू
margikesathi	मार्गिकेसाठी
quorterfinal	क्वोर्टरफाइनल
kachhoha	कछोहा
offences	अफेंस
vishweshwarya	विश्वेश्वर्या
shakpiran	शकपीरन
manupur	मानुपुर
budhkonasana	बुधकोनासन
jaltagya	जलतज्ञ
semitones	सेमीटोन्स
batoolan	बतूलन
hridroginiyon	हृदरोगिणियों
chitrapatacha	चित्रपटाचा
nishchayapoorvak	निश्चयपूर्वक
anaaditva	अनादित्व
dharmahedi	धर्महेड़ी
tantrikaashalyak	तंत्रिकाशल्यक
nrusingha	नृसिंह
samantsi	सामंतसी
kawanag	कवानाग
macdonald	मॅकडोनाल्ड
dholka	ढोलका
drivability	ड्राइवबिलिटी
sangharshakshamta	संघर्षक्षमता
jawandhiya	जवंधिया
hangriwasiyon	हंगरीवासियों
laseemadhye	लसीमध्ये
silhadar	सिलधर
punarkharidi	पुनर्खरीदी
hainvishesh	हैंविशेष
ankushdhari	अंकुशधारी
papamma	पापम्मा
tejphal	तेजफल
chellarkovil	चेल्लारकोविल
pravargaat	प्रवर्गात
aabenraa	आबेनरा
fennerbatch	फेनरबैच
susani	सुसानी
shivapuram	शिवपुरम
anabaanchi	अनबाँची
narviranchya	नरवीरांच्या
gritch	ग्रिच
farj	फ़र्ज
mahasabhi	महासभी
paracmando	पैराकमांडो
adharmaroop	अधर्मरूप
parenchymal	परेंच्य्मल
sanghashpurna	संघषपूर्ण
raayabheed	रायभीड़
prokesh	प्रोकेश
genisten	जेनिस्टेन
palange	पलंगे
lilaben	लीलाबेन
duwaria	दुवारिया
kolengwasiyon	कोलेंगवासियों
hansmunkh	हंसमुंख
lokinwar	लोकिनवार
shimgotsvatil	शिमगोत्सवातील
sonukumar	सोनूकुमार
vidheevat	विधिवत्
bhingar	भिंगर
kalesariya	कालेसरिया
benipoori	बेनीपुरी
niraan	निराण
vishaalaksh	विशालक्ष
mijaje	मिजाजे
taaken	ताकें
takrala	टकराला
nafratwadi	नफ़रतवादी
daudnewala	दौड़नेवाला
banerjea	बैनर्जी
mertains	मर्टेन्स
incest	इंसेस्ट
robiul	रबीउल
cheenata	चीनता
koyler	कोयलर
median	मदयन
kahlais	कहलाइस
vimanbihari	विमानबिहारी
samira	समिरा
shokina	शोकिना
vachhandata	वछंदता
sitasaran	सीतासरन
salisbury	सॉल्ज़बेरी
behavioural	बिहेविअरल
motinala	मोतीनाला
khashgi	खाशगी
mahaasabhaayen	महासभायें
jesari	जेसारी
psychiatrists	साइकिएट्रिस्ट्स
tarora	तरोरा
darjenon	दर्जेनों
namaki	नामाकी
vriddhashram	वृद्धश्रम
oncologist	ऑन्कोलोजिस्ट
varunaay	वरुणाय
gujrodhar	गुजरोधार
palshikar	पलशीकर
atijokhmichya	अतिजोखमीच्या
nagpashon	नागपाशों
chalkadal	चालकदल
jyortaling	ज्योर्तलिंग
mirchanda	मीरचन्द
muraira	मुरैरा
vidhigraahya	विधिग्राह्य
botawala	बोटावाला
suberletti	सुबेरलेटी
blinders	ब्लिंडर्स
gajneshwar	गजनेश्वर
chlorimeter	क्लोरीमीटर
pindadaan	पिण्डदान
extremists	एक्सट्रीमिस्ट्स
parichaarkaanche	परिचारकांचे
bhumafiyao	भूमाफियाओ
bailjodyankade	बैलजोड्यांकडे
course	कोर्सों
fractise	फ्रैक्टिस
anutar	अनुतार
ustc	यूएसटीसी
tamhankar	ताम्हणकर
naakamyabi	नाकामयाबी
torben	टोर्बेन
insecured	इनसिक्योर्ड
myanpower	म्यानपावर
srishtimaya	सृष्टिमय
hadapanewala	हड़पनेवाला
icana	आईसीएएनए
mortazi	मोर्टाजी
kadyavar	कड्यावर
birthday	बर्थड
rudhigat	रूढ़िगत
bansiwale	बंसीवाले
angamali	अंगामाली
tharalyaprakarani	ठरल्याप्रकरणी
calcutto	कलकत्तो
freele	फ्रीले
eifs	ईआईएफएस
pradit	प्रदित
sevat	सेवट
adhishesha	अधिशेष
panniyan	पन्नियाँ
arthrosclerosis	आर्थरोस्क्लेरोसिस
ciss	सीआईएसएस
uchhalegi	उछलेगी
kahaaoge	कहाओगे
alhadpane	अल्हड़पने
vighnasur	विघ्नासुर
baanwariyaa	बांवरिया
piparahan	पिपाराहन
dalpatpur	दलपतपुर
rithambara	रितम्भरा
dhanvatari	धन्वतरि
kayaal	ख़याल
aupandhik	औपंधिक
gazals	गज़ले
tarahareek	तरहरीक
biotechrology	बायोटैक्रोलॉजी
zborowski	ज्बोरोव्सकी
dabaaiyaan	दबाइयां
aakaaraayche	आकारायचे
dorsey	डॉर्सी
vastichi	वस्तीची
homosex	होमोसेक्स
emspress	एम्सप्रेस
shivabhakto	शिवभक्तो
mudyaanvareel	मुद्यांवरील
curiocity	क्यूरीयोसिटी
dosser	डॉसर
chhapamari	छापामरी
ducakis	डुकाकिस
rakkamanchya	रक्कमांच्या
chichudi	चिचुड़ी
appiah	अप्पियाह
fushoon	फुशून
udhami	उद्यमी
temnar	टेमनार
shivarathri	शिवरात्रि
lacturars	लैक्चरार्स
swapaneshwar	स्वपनेश्वर
shelke	शेलके
phulakar	फुलाकर
girijon	गिरिजों
publica	पब्लिका
tamannaah	तमन्नाह
nasakh	नसख
udyogase	उद्योगसे
vibhish	विभीष
dhab	ढाब
vayababat	वयाबाबत
calmittee	कैल्मिट्टी
metabol	मेटाबोल
bujleli	बुजलेली
talletulai	तल्लेतुलाई
radhemohan	राधेमोहन
wisdom	विजडम
dalarashtrapati	दलराष्ट्रपति
freature	फ्रीचर
gadhirami	गढीरामी
kamayabi	कामायबी
petrobars	पेट्रोबार्स
kaarnegi	कारनेगी
gundapundansah	गुंडापुंडांसह
imosh	इमोश
aivaree	ऐवरी
handpumpo	हैण्डपम्पो
jindapol	जिन्दापोल
ashrupurvak	अश्रुपूर्वक
chikhaleet	चिखलीत
samjaon	समझाऊँ
gahsi	गहसी
sabrad	सबराद
hiteshkumar	हितेषकुमार
chihka	चिहका
ebidts	ईबीआईडीटीएस
sopil	सोपिल
companion	कम्पैनियन
humayuni	हुमायूनी
gawali	गवाली
nabire	नबीरे
sidwani	शिदवानी
alexandrova	एलेक्सांद्रोवा
bividh	बिविध
manbelak	मनबेलक
ravita	रविता
cults	कल्ट्स
daanekhilaaden	दानेखिलादें
koutons	कुटन्स
kendrasarkarchya	केंद्रसरकारच्या
malanad	मालानाद
primitives	प्रिमीतिव्स
anumatta	अनुमत्त
magova	मागोवा
graminarium	ग्रेमिनियेरम
lokbharat	लोकभारत
sirampur	सिरमपुर
adhiniyamadware	अधिनियमाद्वारे
monit	मॉनिट
elphinstone	एलफिंस्टन
hashiyai	हाशियाई
mehrunissa	मेहरूनिस्सा
halaila	हलाईला
foxtail	फॉक्सटेल
umedvarisandarbhat	उमेदवारीसंदर्भात
mune	मूने
fornoi	फोरनोई
jabrina	जबरीना
swavyavasaay	स्वव्यवसाय
liptop	लिपटॉप
nahrul	नहरुल
maxwaber	मैक्सवेबर
badalaaye	बदलाए
vadavadinantar	वादावादीनंतर
bmm	बीएमएम
vvpip	वीवीपीआईपी
bigaliya	बिगलिया
bahumulya	बहुमुल्य
gantuli	गंतुली
sachchar	सच्चार
meglai	मेगलई
samaisa	समैसा
akikat	अकीकत
paapulijm	पापुलिज्म
paafi	पाफी
fartilakshar	फर्टिलाक्षर
methylputrescine	मिथाइलप्युट्रसिन
adroid	एड्रायड
gundicha	गुण्डीचा
kodh	कोडः
ravinet	रविनेट
maryadawad	मर्यादावाद
mahasabhedware	महासभेद्वारे
gramsthane	ग्रामस्थाने
sovian	सोवियन
unrelease	अनरिलीज
dashan	दशन
anupreet	अनुप्रीत
jamrudpur	जमरूदपुर
isopur	इसोपुर
qaasami	क़ासमी
rakshani	रक्षणी
renis	रेनिस
agnerap	अग्नेराप
adlabus	एडलैबस
dhebe	ढेबे
gavinder	गविंदर
dushkandon	दुष्कांडों
chhatron	छतरों
kolkhyan	कोलख्यान
mohimdih	मोहिमडीह
vigyanpremi	विज्ञानप्रेमी
saptarishiyo	सप्तर्षियों
zenga	ज़ेंगा
wickramaratne	विक्रमरत्ने
savadhgirichi	सावधगिरीची
sharanvan	शरणवन
vedacharyon	वेदाचार्यों
bhauvan	भौवन
pathans	पठान्स
sacaba	सकाबा
gauchori	गौचोरी
lekhanuman	लेखानुमान
aatmadharam	आत्मधर्म
yavartan	यावर्तन
demine	डिमाइन
lesua	लेसुआ
kharidal	खरीदल
kirghizia	किरगिज़िया
bahaata	बहाता
cheshthaen	चेष्ठाएं
krishnamani	कृष्णामणि
keshvinyas	केशविन्यास
subraham	सुब्रहम
chorori	चोरोरी
hamhun	हमहूं
guhabhilekh	गुहाभिलेख
nameeta	नमीता
pahachanvaayen	पहचनवायें
nideshakon	निदेशकों
doorvaani	दूरवाणी
usistef	यूएसआईएसटीईएफ
mahageet	महागीत
nuniyapatti	नुनियापट्टी
rulon	रूलों
sangraho	संग्रहो
bichhuva	बिछुवा
unders	अंडर्स
vishalkirti	विशालकीर्ति
vishvasiyo	विश्वासियो
vaiveedhya	वैविध्य
crocodial	क्रोकोडायल
mendelsohn	मेंडेलसोहन
chahumunkhi	चहुमुंखी
devasthanacha	देवस्थानाचा
ugaen	उगाएं
bhojon	भोजों
andharamadhye	अंधारामध्ये
computerisation	कंप्यूटराइज़ेशन
jauran	जौरन
epirience	एपिरिएंस
kochri	कोचरी
toomse	तूमसे
pindkhar	पिंडखर
nirant	निरंत
symposium	सिमपोजियम
consent	कंसेंट
akonadi	एकोनादी
vatena	वाटेना
chanayakarta	चनयकर्ता
telebhijan	टेलिभीजन
athelatic	एथेलैटिक
sangrahini	संग्रहिणी
sarathkumar	सरथकुमार
jatiyasamuh	जातीयसमूह
jayamangala	जयमंगल
tunnels	टनेल
nadiadwala	नादियादवाला
dresner	ड्रेसनर
hemvanti	हेमवन्ती
aliphatic	एलीफेटिक
aandar	ऑडर
hemank	हेमांक
sanghatkancha	संघटकांचा
digitalised	डिजिटिलाइज्ड
bairasiya	बैरसिया
laurels	लॉरल्स
surrogate	सेरोगेट
ijaz	इजाज
uipc	यूआईपीसी
shaanstik	शांस्तिक
mahatmalog	महात्मालोग
himmatnagar	हिंमतनगर
padyamesh	पद्यमेश
condensed	कंडेन्सड
nephrolithiasis	नेफरोलिथियासिस
dudghi	दुद्घी
gandhaheenta	गंधहीनता
synchronous	सिंक्रोनस
shaggy	शैगी
vishvamitri	विश्वामित्रि
anutisation	एन्यूटाइजेशन
bhoma	भोमा
braziliayi	ब्राजीलियाई
pregant	प्रेगेंट
bhatkhedi	भाटखेड़ी
accellator	एक्सिलेटर
yusuffudeen	युसुफूद्दीन
burjuai	बुर्जुआई
gundatatvon	गुण्डातत्वों
appe	अप्पे
japo	जपो
thodon	थोड़ों
sageeran	सगीरन
sitodevi	सीतोदेवी
jhujhaaroopan	झुझारूपन
vishamtaamoolak	विषमतामूलक
nooriye	नूरिए
wellcoming	वेलकमिंग
sangheshakti	संघेशक्ति
trollingchya	ट्रॉलिंगच्या
baldinihi	बालदिनीही
ventai	वेन्टाई
fatahpur	फताहपुर
padosh	पदोश
gunagya	गुणज्ञ
andhadhun	अंधाधुन
sinigreen	सिनिग्रीन
awlamb	अवलम्ब
adighar	आदिघर
mubahise	मुबाहिसे
coincident	कोइंसीडेंट
pattharbaajon	पथ्थरबाजों
cppc	सीपीपीसी
ifk	आईएफके
gapernath	गैपरनाथ
tutegi	टुटेगी
veterinary	वेटरनेरी
darari	दरारी
gulnez	गुलनेज
archa	अरचा
jaraym	जरायम
marammatee	मरम्मती
karkaraane	करकराने
kalbi	कल्बि
dralic	ड्रैलिक
asamaanata	असमानता
karyotpadan	कार्योत्पादन
batlaoon	बतलाऊँ
upalababdhi	उपलबब्धि
yojnanivesh	योजनानिवेश
karmshankarta	कर्मशंकरता
parivarwalo	परिवारवालो
obhrai	ओभराई
pralayakar	प्रलयकर
corimbon	कोरिंबों
kankroli	कांकरोली
srijanshilpi	सृजनशिल्पी
fuerte	फुएर्ते
laudhimajra	लौधीमाजरा
dhandaria	ढंढारिया
budhalakoti	बुधालाकोटी
bancroft	बोनक्रोफ्ट
kalaan	कलान
pajaayame	पजायमे
alsami	अलसमी
vidhaansabhepoorvich	विधानसभेपूर्वीच
jakhauli	जखौली
chhabiya	छबिया
pushcart	पुशकार्ट
mahinyankarita	महिन्यांकरिता
kalavapudi	कलवपुडि
kilakariyon	किलकारियों
divaaswapna	दिवास्वप्न
edelweiss	एडलवाइस
haikota	हाईकोटा
karjatmarge	कर्जतमार्गे
adikand	आदिकांड
graau	ग्राऊ
menvidyarthiyon	मेंविद्यार्थियों
vitariketoon	वितरिकेतून
lifebuoy	लाइफबाय
pothuma	पोथुमा
fritzel	फ़्रिट्ज़ेल
nandishwar	नन्दीश्वर
hathaudaa	हथौड़ा
kikardas	किकरदास
zuberia	जुबेरिया
janbhoomi	जनभूमि
jhulasen	झुलसें
swaarthgrast	स्वार्थग्रस्त
divergence	डाइवर्जेन्स
powerguda	पावरगुडा
sadekar	सादेकर
pinzaro	पिंजरों
mohibullapur	मोहिबुल्लापुर
blackbox	ब्लैकबाक्स
rosadis	रोसाडीस
giglio	गिग्लियो
urvi	उर्वि
pisencha	पिसेंचा
lokhitachi	लोकहिताची
tvara	त्वरा
kolhayapatti	कोल्हायपट्टी
tavjo	तवजो
socking	सॉकिंग
sharemarket	शेयरमार्केट
ugaayegaa	उगायेगा
kahwakhanon	कहवाखानों
kooden	कूदें
irteqaae	इरतेक़ाए
extectors	एक्स्टेक्टर्स
gerb	गर्ब
showers	शावर्स
tpjac	टीपीजेएसी
cabriolet	कैबरियोलेट
bekhubi	बेखुबी
dohras	दोहों
kerobin	केरोबिन
misaal	मिशाल
sehchar	सहचर
sankaypramukh	संकायप्रमुख
darrect	डैरेक्ट
kosba	कोस्बा
dhannaura	धन्नौरा
buddhamaargi	बुद्धमार्गी
andaloussi	अन्डलोसी
mulapathopath	मुलापाठोपाठ
aitaraat	ऐतरात
vashpadabiya	वाष्पदाबीय
penem	पेनेम
chalchitran	चलचित्रण
gothami	गोथामी
starlite	स्टारलाईट
kamela	कमेला
vyayamshal	व्यायामशाल
jotadaron	जोतदारों
varjanaon	वर्जनाओं
decrypted	डिक्रिप्टेड
graduates	ग्रेजुएटों
transict	ट्रांजिक्ट
amangalsuchak	अमंगलसूचक
vikheho	विखेहो
bhindarwale	भिंडारवाले
shikshakaon	शिक्षकाओं
ahankaronmad	अहंकारोन्माद
adaltiwala	अदालतीवाला
pathakar	पथकर
ardhanishkrant	अर्धनिष्क्रांत
ultamount	अल्टामाउंट
huesabhi	हुएसभी
balkhandeshwar	बलखंडेश्वर
supratemporail	सुप्राटेंपोरैल
hariddar	हरिद्दार
robertsganj	रोबर्टसगंज
mcleod	मैकलियाद
sujatane	सुजाताने
baartman	बार्टमैन
binduli	बिंदुली
muskilon	मुस्किलों
khasotkar	खसोटकर
khalini	खलिनी
manobhavnaen	मनोभावनाएं
utjog	उतजोग
internon	इंटर्नों
pinghalane	पिंघलने
lulipora	लूलीपोरा
yudhister	युधिस्टर
benimadhav	बेणीमाधव
abhiye	अभिये
dhansua	धनसुआ
puchhanee	पूछनी
sribaankebihaari	श्रीबाँकेबिहारी
croix	क्रॉइक्स
velletta	वेलेट्टा
hindus	हिंदूज़
dahashatvadane	दहशतवादाने
balkamagaranchya	बालकामगारांच्या
commision	कमिशन
udeshyiya	उदेश्यीय
gufaraanamaab	ग़ुफ़रानमाब
appke	आपके
cuevas	क्युवास
pagarkhata	पगारखाता
fabius	फेबियस
paragraph	पैराग्रैफ़
bommel	बोमेल
yogiraaj	योगिराज
blackmay	ब्लैकमे
safiasarai	सफियासराय
kanerkar	कनेरकर
prasangsagar	प्रसंगसागर
sthudomonas	स्थूडोमोनास
thankar	ठनकर
emele	एमेले
utailaapan	उतैलापन
karmcharhi	कर्मचारही
jaripalli	जरीपल्ली
watnik	वाटनिक
dhikkaara	धिक्कारा
masrusthalon	मसरुस्थलों
camgaron	कामगारों
hanumanteshwar	हनुमंतेश्वर
perillo	पेरिलो
divaliyepan	दिवालियेपन
cropla	क्रॉपला
affairs	अफेयर्स
anudanasathichya	अनुदानासाठीच्या
aarthikdrishtaya	आर्थिकदृष्टया
shashina	शशिना
chaucer	चॉसर
shivraja	शिवराजा
nighali	निघली
anoke	अनोके
asba	एएसबीए
bhabhu	भभु
chennayya	चेन्नय्य
dauryaatahi	दौऱ्यातही
ractor	रैक्टर
pichho	पिछो
manmathanath	मन्मथनाथ
hindostina	हिन्दोस्टीना
gramjyoti	ग्रामज्योति
bhaiyo	भैयो
isthri	इस्त्री
batposh	बातपोष
aathwale	आठवले
chuglani	चुगलानी
matribhakti	मातृभक्ति
narawaanaa	नरवाना
bamnoo	बामनू
matuswarupanidevi	मातुस्वरूपणीदेवी
huana	हुआना
nurulhasan	नुरुलहसन
heraldnews	हेराल्डन्यूज
tursan	टर्सन
chushing	चुशिंग
scrappace	स्क्रैपेस
baradar	बरादर
kranganor	क्रांगानोर
chaunaliya	चौनलिया
rajash	राजश
shreyanshu	श्रेयांशु
azizi	अज़ीज़ी
shivprasanna	शिवप्रसन्न
khanon	खनों
duchanu	दुचानू
afradh	अफराध
kaladumaria	कालाडुमरिया
syanpat	स्यानपत
itvaar	इत्वार
garjooparyant	गरजूपर्यंत
belmanti	बेलमंती
sheeltahar	शीलतहर
shondh	शोंध
dayami	दायमी
houseby	हाउसबी
